1,37.953066,23.735606,1405587697
1,37.953009,23.735593,1405587707
1,37.953195,23.736224,1405587717
1,37.953433,23.736926,1405587727
1,37.953450,23.737670,1405587738
1,37.953265,23.738654,1405587748
1,37.953527,23.738746,1405587758
1,37.953308,23.738820,1405587768
1,37.953319,23.738782,1405587778
1,37.953520,23.738728,1405587787
1,37.953681,23.739022,1405587798
1,37.954530,23.739160,1405587808
1,37.956386,23.738891,1405587818
1,37.957037,23.738483,1405587828
1,37.956751,23.738623,1405587838
1,37.957109,23.738579,1405587848
1,37.958090,23.738218,1405587858
1,37.958981,23.737785,1405587868
1,37.959762,23.737327,1405587878
1,37.960813,23.736862,1405587888
1,37.962113,23.735860,1405587898
1,37.963503,23.734914,1405587908
1,37.964694,23.733980,1405587918
1,37.965675,23.733457,1405587928
1,37.965588,23.733301,1405587938
1,37.965579,23.733270,1405587948
1,37.965566,23.733313,1405587958
1,37.965564,23.733315,1405587968
1,37.965563,23.733322,1405587978
1,37.965526,23.733276,1405587989
1,37.965432,23.733125,1405587999
1,37.965294,23.732922,1405588009
1,37.965330,23.732851,1405588019
1,37.965344,23.732843,1405588029
1,37.965293,23.732778,1405588039
1,37.965296,23.732795,1405588049
1,37.965296,23.732795,1405588059
1,37.965296,23.732795,1405588069
1,37.965296,23.732795,1405588079
1,37.965296,23.732795,1405588089
1,37.965296,23.732795,1405588099
1,37.965345,23.732741,1405588109
1,37.965360,23.732716,1405588119
1,37.965359,23.732706,1405588129
1,37.965362,23.732707,1405588139
1,37.965363,23.732677,1405588150
1,37.965369,23.732666,1405588160
1,37.965367,23.732665,1405588170
1,37.965366,23.732664,1405588180
1,37.965366,23.732664,1405588190
1,37.965367,23.732664,1405588200
1,37.965367,23.732664,1405588210
1,37.965367,23.732664,1405588220
1,37.965367,23.732664,1405588230
1,37.965367,23.732664,1405588240
1,37.965367,23.732664,1405588250
1,37.965367,23.732664,1405588260
1,37.965367,23.732664,1405588270
1,37.965367,23.732664,1405588280
1,37.965367,23.732664,1405588290
1,37.965367,23.732664,1405588300
1,37.965367,23.732664,1405588310
1,37.965367,23.732664,1405588320
1,37.965367,23.732664,1405588330
1,37.965366,23.732662,1405588340
1,37.966104,23.731993,1405588350
1,37.966193,23.731925,1405588360
1,37.966014,23.731937,1405588370
1,37.966100,23.731828,1405588380
1,37.966136,23.731916,1405588390
1,37.965943,23.732123,1405588400
1,37.965927,23.732022,1405588410
1,37.966823,23.731732,1405588420
1,37.967018,23.731652,1405588430
1,37.966201,23.731989,1405588441
1,37.966027,23.731923,1405588451
1,37.963705,23.732530,1405588461
1,37.963705,23.732530,1405588471
1,37.963705,23.732530,1405588481
1,37.963705,23.732530,1405588491
1,37.963705,23.732530,1405588501
1,37.963705,23.732530,1405588511
1,37.963705,23.732530,1405588521
1,37.968053,23.730544,1405588531
1,37.967438,23.730404,1405588541
1,37.967376,23.730307,1405588551
1,37.967349,23.730243,1405588561
1,37.967349,23.730235,1405588571
1,37.967349,23.730235,1405588581
1,37.967348,23.730235,1405588591
1,37.967345,23.730240,1405588601
1,37.967445,23.729832,1405588611
1,37.967666,23.729056,1405588621
1,37.967987,23.728256,1405588632
1,37.968190,23.727493,1405588641
1,37.968579,23.726776,1405588651
1,37.968840,23.725827,1405588661
1,37.969206,23.724863,1405588671
1,37.969592,23.723868,1405588682
1,37.969731,23.723192,1405588692
1,37.969754,23.723101,1405588701
1,37.969754,23.723109,1405588711
1,37.969751,23.723106,1405588722
1,37.969752,23.723106,1405588732
1,37.969752,23.723105,1405588742
1,37.969873,23.722723,1405588752
1,37.969949,23.722461,1405588762
1,37.969687,23.722401,1405588772
1,37.969647,23.722431,1405588782
2,37.946545,23.754918,1405591065
2,37.946545,23.754918,1405591073
2,37.946545,23.754918,1405591084
2,37.946413,23.754767,1405591094
2,37.946260,23.754830,1405591103
2,37.946032,23.755347,1405591112
2,37.946190,23.755707,1405591121
2,37.946298,23.756495,1405591132
2,37.946398,23.758092,1405591142
2,37.946417,23.759267,1405591151
2,37.945638,23.758867,1405591160
2,37.945638,23.758867,1405591161
2,37.945310,23.758720,1405591173
2,37.945045,23.758625,1405591181
2,37.944860,23.758528,1405591191
2,37.944530,23.758438,1405591201
2,37.944370,23.758412,1405591211
2,37.944365,23.758407,1405591222
2,37.944365,23.758407,1405591232
2,37.944365,23.758407,1405591233
2,37.944365,23.758407,1405591243
2,37.944365,23.758407,1405591253
2,37.944440,23.758473,1405591263
2,37.944440,23.758473,1405591273
2,37.944440,23.758473,1405591283
2,37.944440,23.758473,1405591293
2,37.944440,23.758473,1405591303
2,37.944440,23.758473,1405591313
2,37.944360,23.758402,1405591323
2,37.944360,23.758402,1405591334
2,37.944360,23.758402,1405591343
2,37.944360,23.758402,1405591354
2,37.944360,23.758402,1405591363
2,37.944253,23.758287,1405591373
2,37.944253,23.758287,1405591383
2,37.944253,23.758287,1405591394
2,37.944253,23.758287,1405591404
2,37.944122,23.758543,1405591414
2,37.944028,23.758845,1405591424
2,37.943680,23.759372,1405591434
2,37.943667,23.759413,1405591444
2,37.943883,23.758887,1405591455
2,37.944130,23.758447,1405591464
2,37.944563,23.758408,1405591474
2,37.945335,23.758682,1405591484
2,37.946275,23.759078,1405591494
2,37.946490,23.758197,1405591504
2,37.946472,23.757032,1405591514
2,37.946410,23.756332,1405591525
2,37.946610,23.755890,1405591534
2,37.946832,23.755435,1405591553
2,37.946408,23.754733,1405591554
2,37.946613,23.753868,1405591566
2,37.947072,23.752240,1405591577
2,37.947420,23.750965,1405591585
2,37.947752,23.749795,1405591596
2,37.947990,23.748742,1405591606
2,37.948578,23.748302,1405591615
2,37.949037,23.747990,1405591625
2,37.948908,23.747512,1405591637
2,37.948515,23.746622,1405591645
2,37.948235,23.746048,1405591655
2,37.948210,23.746008,1405591665
